,name,text,date
39,John Cleese," Well you two are, and we've got a brace of guides 
            called Jimmy Blenkinsop... because Kilimanjaro is a pretty tricky 
            climb you know, most of it's up until you reach the very very top, 
            and then it tends to slope away rather sharply. But Jimmy's put his 
            heads together and worked out a way up. ",1969-12-07 21:30:55
40,Graham Chapman, ,1969-12-07 22:51:52
41,John Cleese, He'll be leading the first assault. ,1969-12-07 23:04:55
42,Eric Idle," Well I'm afraid I shan't be coming on your expedition 
            sir, as I've absolutely no confidence in anyone involved in it. ",1969-12-08 00:08:50
43,John Cleese, Oh dear. ,1969-12-08 00:32:45
44,Eric Idle, ,1969-12-08 02:38:23
45,John Cleese, So are we.,1969-12-08 05:48:17
0,Terry Jones, Morning. ,1969-12-08 07:00:54
1,Michael Palin, ,1969-12-08 08:59:45
2,Michael Palin," How... how would you like it, sir? ",1969-12-08 09:00:33
3,Terry Jones, Just short back and sides please. ,1969-12-08 09:09:30
4,Michael Palin, How do you do that? ,1969-12-08 10:29:45
5,Terry Jones," Well it's just... ordinary short back and 
            sides... ",1969-12-08 11:17:55
6,Michael Palin, It's not a ... razor cut? ,1969-12-08 11:25:04
7,Terry Jones, Yes... ,1969-12-08 12:11:34
8,Michael Palin," You wouldn't rather just have it combed, would you 
            sir? ",1969-12-08 12:55:39
9,Terry Jones, I beg your pardon? ,1969-12-08 13:03:25
10,Michael Palin, You wouldn't rather forget all about it? ,1969-12-08 13:50:34
11,Terry Jones," No, no, no, I want it cut. ",1969-12-08 14:20:31
12,Michael Palin," Cut, cut, cut, blood, spurt, artery, murder, 
            Hitchcock, Psycho... right sir ... well ... ",1969-12-08 15:16:22
13,Terry Jones," All right, fine, yes. ",1969-12-08 16:14:58
14,Terry Jones," Excuse me, er... ",1969-12-08 17:06:49
15,Michael Palin, What? ,1969-12-08 17:09:05
16,Terry Jones," Where it says: 'next of kin' shall I put 
            'mother'? ",1969-12-08 17:22:16
17,Michael Palin," Yes, yes ... yes. ",1969-12-08 18:21:50
18,Terry Jones, Right there we are. ,1969-12-08 19:47:44
19,Michael Palin, Thank you. ,1969-12-08 20:42:14
20,Michael Palin, Right! ,1969-12-08 20:52:42
21,Michael Palin," Ha, ha, ha ... there, I've finished. ",1969-12-08 22:48:30
22,Terry Jones, What? ,1969-12-09 00:23:17
23,Michael Palin," I've finished cutting... cutting... cutting your 
            hair. It's all done, ",1969-12-09 00:36:16
24,Terry Jones, You haven't started cutting it! ,1969-12-09 00:48:59
25,Michael Palin," I have! I did it very quickly... your honor... 
            sir.,. sir... ",1969-12-09 01:21:53
26,Terry Jones, ,1969-12-09 01:57:45
27,Michael Palin," Yes, yes, I will, I'm going to cut your hair, sir. 
            I'm going to start cutting your hair, sir, start cutting now! ",1969-12-09 02:20:51
28,Terry Jones," Yes, flowers could do with a drop of rain 
            though, eh? ",1969-12-09 02:36:26
29,Terry Jones, Yes. Good game. I thought. ,1969-12-09 02:51:02
30,Terry Jones, ,1969-12-09 04:37:06
31,Terry Jones," Oh yes ... yes ... he was the only one who did 
            though. ",1969-12-09 05:36:29
32,Terry Jones," Sorry, sorry. ",1969-12-09 05:55:56
33,Terry Jones, No no ... I didn't feel a thing. ,1969-12-09 06:17:08
34,Terry Jones," Look, what's going on? ",1969-12-09 08:34:59
35,Terry Jones," Look, I came here for a haircut! ",1969-12-09 08:58:59
36,Michael Palin, ,1969-12-09 09:05:28
37,Terry Jones, ,1969-12-09 09:25:17
38,Michael Palin," All right ... I confess I haven't cut your hair 
            ... I hate cutting hair. I have this terrible un-un-uncontrollable 
            fear whenever I see hair. When I was a kid I used to hate the sight 
            of hair being cut. My mother said I was a fool. She said the only 
            cure for it was to become a barber. So I spent five ghastly years at 
            the Hairdressers' Training Centre at Totnes. Can you imagine what 
            it's like cutting the same head for five years? I didn't want to be 
            a barber anyway. I wanted to be a lumberjack. Leaping from tree to 
            tree as they float down the mighty rivers of British Columbia . . .
            ",1969-12-09 10:55:19
39,Michael Palin, ,1969-12-09 11:10:42
0,Michael Palin," I'm a lumberjack, and I'm okay.",1969-12-09 11:26:32
2,Michael Palin, I cut down trees. I eat my lunch.,1969-12-09 12:10:06
4,Michael Palin, I cut down trees. I skip and jump.,1969-12-09 12:36:54
6,Michael Palin," I cut down trees. I wear high heels,",1969-12-09 13:24:01
8,Michael Palin," I wish I'd been a girlie,",1969-12-09 14:32:13
0,Graham Chapman," Well I think TV's killed real entertainment. In the 
            old days we used to make our own fun. At Christmas parties I used to 
            strike myself on the bead repeatedly with blunt instruments while 
            crooning. ",1969-12-09 16:52:17
1,Michael Palin," So anyway, I became a barber. ",1969-12-09 17:49:12
2,Terry Jones, ,1969-12-09 19:40:16
3,Michael Palin," Yes, pity really, I always preferred the outdoor 
            life. Hunting, shooting, fishing. Getting out there with a gun, 
            slaughtering a few of God's creatures - that was the life. Charging 
            about the moorland, blasting their heads off. ",1969-12-09 19:52:33
0,Graham Chapman, Would you mind terribly if I hold your hand? ,1969-12-09 20:05:02
2,Graham Chapman," Oh Iris, you're so very beautiful. ",1969-12-09 22:37:01
4,Graham Chapman," I do, I do, I do. I think... I'm beginning to fall 
            in love with you. ",1969-12-10 00:21:39
6,Graham Chapman, It's silly isn't it? ,1969-12-10 01:49:46
8,Graham Chapman," No I didn't mean that. Only just us being so close 
            together for so many months in the soft-toy department and yet never 
            daring to... ",1969-12-10 02:21:27
10,Graham Chapman, Oh Iris. ,1969-12-10 04:17:56
12,Graham Chapman," Yes I will, I will. ",1969-12-10 05:31:26
13,Eric Idle, Hello! ,1969-12-10 07:24:43
14,Graham Chapman, Hello. ,1969-12-10 09:44:28
15,Eric Idle, Remember me? ,1969-12-10 12:03:17
16,Graham Chapman, No I'm... ,1969-12-10 13:15:47
17,Eric Idle," In the pub. The tall thin one with the moustache, 
            remember? About three years ago? ",1969-12-10 15:09:26
18,Graham Chapman," No, I don't I'm afraid. ",1969-12-10 15:49:01
19,Eric Idle," Oh, blimey, it's dark in here, ",1969-12-10 16:25:34
20,Graham Chapman," Look, to be frank, it is a little awkward this 
            evening. ",1969-12-10 18:18:20
21,Eric Idle, ,1969-12-10 19:47:51
22,Graham Chapman, Really... ,1969-12-10 21:15:36
23,Eric Idle, ,1969-12-10 21:25:41
24,Graham Chapman," Er, no, actually. ",1969-12-10 21:28:02
25,Eric Idle," Oh, I get the picture. Eh? Well don't worry about 
            me Vicky boy, I know all about one-night stands. ",1969-12-10 21:59:04
26,Graham Chapman, I beg your pardon? ,1969-12-10 22:19:16
27,Eric Idle, Mind if I change the record? ,1969-12-10 23:20:54
28,Graham Chapman," Look, look, we put that on. ",1969-12-10 23:56:14
29,Eric Idle," Here's a good one, I heard it in a pub. What's 
            brown, what's brown and sounds like a bell? ",1969-12-11 01:14:22
30,Graham Chapman, I beg your pardon? ,1969-12-11 02:37:36
31,Eric Idle," What's brown and sounds like a bell? Dung! Ha, ha, 
            ha, that's a good one. I like that one, I won't keep you long. ",1969-12-11 02:42:06
32,Graham Chapman, Who the hell... ,1969-12-11 04:26:16
33,Eric Idle," I'll get it. It'll be friends of mine. I took the 
            liberty of inviting them along. ",1969-12-11 05:45:44
34,Graham Chapman," Look, we were hoping to have a quiet evening on 
            our own. ",1969-12-11 06:13:08
35,Eric Idle," Oh, they won't mind. They're very broad-minded. 
            Hello! ",1969-12-11 06:17:43
36,John Cleese," Good evening. My name is Equator, Brian Equator. 
            Like round the middle of the Earth, only with an L. ",1969-12-11 06:46:24
37,Terry Jones," Hello, ha ha ha ha ha ha ha ha ha... ",1969-12-11 06:46:33
38,Graham Chapman," There must have been some kind of 
            misunderstanding, because this is not the... ",1969-12-11 10:05:06
39,John Cleese, Who's that then? ,1969-12-11 11:02:28
40,Graham Chapman, What? ,1969-12-11 15:00:54
41,John Cleese, Who's the bird? ,1969-12-11 17:21:08
42,Graham Chapman, I'm... ,1969-12-11 18:22:05
43,John Cleese, You got a nice pair there haven't you love. ,1969-12-11 19:27:47
44,Graham Chapman, Now look here ... ,1969-12-11 19:56:25
45,John Cleese, Big gin please. ,1969-12-11 20:38:14
46,Eric Idle, I'll get it. ,1969-12-11 21:00:40
47,Graham Chapman, ,1969-12-11 23:21:26
48,Terry Jones, And three tins of beans for me please. ,1969-12-11 23:36:10
49,John Cleese," I told you to lay off the beans, you whore! ",1969-12-12 00:44:57
50,Terry Jones, I only want three cans. ,1969-12-12 02:28:53
51,John Cleese, Button your lip you rat-bag. ,1969-12-12 02:31:16
52,Terry Jones, ,1969-12-12 02:42:27
53,John Cleese," It was rather witty, wasn't it? Where's my gin? ",1969-12-12 05:07:42
54,Graham Chapman, Who the hell's that? ,1969-12-12 05:22:18
55,John Cleese," Oh, I took the liberty of inviting an old friend 
            along, as his wife has just passed away, and he's somewhat 
            distraught poor chap. I hope you don't mind. ",1969-12-12 06:15:26
56,Eric Idle, ,1969-12-12 06:58:06
58,John Cleese," Not too good is it? A pint of crème de menthe for 
            my friend. Well how are you, you great poof? ",1969-12-12 12:03:43
61,John Cleese, Is he sexy? ,1969-12-12 14:00:31
62,Michael Palin," I had to bring the goat, he's not well. I only 
            hope he don't go on the carpet. ",1969-12-12 14:01:33
63,John Cleese, ,1969-12-12 14:03:54
65,John Cleese," Blimey, she don't go much do she. ",1969-12-12 17:05:52
66,Terry Jones," Ha, ha, ha, ha, ha, ha, oooooh! I've wet 'em ",1969-12-12 17:55:31
67,Michael Palin, The goat's just done a bundle. ,1969-12-12 19:01:01
68,Graham Chapman," Look, get out all of you. Go on. Get out! Get out!
            ",1969-12-12 21:17:47
69,John Cleese, I beg your pardon? ,1969-12-12 22:15:41
70,Graham Chapman," I'm turning you all out. I'm not having my house 
            filled with filthy perverts, now look, I'm giving you just hall' a 
            minute then I'm going to call the police, so get out. ",1969-12-12 22:51:09
71,John Cleese, I don't much like the tone of your voice. ,1969-12-12 23:28:50
0,Michael Palin, Ooh. Ooh. ,1969-12-13 01:08:50
1,Terry Jones," Oh, what is it dear? ",1969-12-13 01:20:45
2,Michael Palin," It's from the BBC. They want to know if I want to he 
            in a sketch on telly. ",1969-12-13 01:33:23
3,Terry Jones, Oooh. That's nice. ,1969-12-13 01:44:02
4,Michael Palin, What? It's acting innit? ,1969-12-13 03:27:42
5,Terry Jones, Yes. ,1969-12-13 03:31:20
6,Michael Palin, Well I'm a plumber. I can't act. ,1969-12-13 03:32:50
7,Terry Jones," Oh, you never know till you try. Look at Mrs. 
            Brando's son next door. He was mending the fridge when they came and 
            asked him to be the Wild One. What do they want you to do? ",1969-12-13 05:04:48
8,Michael Palin," Well, they just want me to stand at a counter, and 
            when the sketch starts I go out. ",1969-12-13 05:17:55
9,Terry Jones," Oh, that sounds nice. It's what they call a walk-on.
            ",1969-12-13 05:53:26
10,Michael Palin," Walk-on? That's a walk-off, that's what this is. ",1969-12-13 07:19:02
11,John Cleese, ,1969-12-13 07:30:59
12,Michael Palin," I don't know, he should have been here 
            hours ago. ",1969-12-13 08:14:56
13,John Cleese, He bloody should have been. ,1969-12-13 08:15:38
14,Terry Jones, Well what else does it say? ,1969-12-13 09:13:02
15,Michael Palin," It just says 'We would like you to be in a sketch. 
            You are standing at a counter. When the sketch starts you go off. 
            Yours faithfully, Lord Hill.' ",1969-12-13 09:28:35
16,Terry Jones," Oh well, you'd better be off then. ",1969-12-13 10:32:30
17,Michael Palin," Yeah, well, what about the cat? ",1969-12-13 12:57:35
18,Terry Jones," Oh I'll look after the cat. Goodness me, Mrs. 
            Newman's eldest never worried about the cat when he went off to do 
            'The Sweet Bird of Youth'. ",1969-12-13 13:19:50
19,Michael Palin," All right then, all right. Bye. Bye dear. ",1969-12-13 14:02:23
20,Terry Jones," Bye bye, and mind you don't get seduced. ",1969-12-13 15:32:15
21,Terry Jones," Oh, it'll make a change from plumbing. Dad! Franks 
            got a television part. ",1969-12-13 15:43:24
22,Terry Jones, You missed him. ,1969-12-13 15:44:29
23,John Cleese," Good morning, I am a bank robber. Er, please don't 
            panic, just hand over all your money. ",1969-12-13 15:51:57
24,Eric Idle, ,1969-12-13 15:58:29
25,John Cleese," Fine, fine, fine. ",1969-12-13 16:40:26
26,Eric Idle, ,1969-12-13 18:08:58
27,John Cleese," Fine, fine, fine, fine. No large piles of money in 
            sales? ",1969-12-13 18:16:52
28,Eric Idle," No, sir. ",1969-12-13 18:49:59
29,John Cleese, No deposit accounts? ,1969-12-13 19:01:00
30,Eric Idle, No sir. ,1969-12-13 19:50:09
31,John Cleese, No piles of cash in easy to carry bags? ,1969-12-13 20:10:34
32,Eric Idle, None at all sir. ,1969-12-13 21:14:15
33,John Cleese, No luncheon vouchers? ,1969-12-14 03:05:55
34,Eric Idle," No, sir. ",1969-12-14 04:41:58
35,John Cleese," Fine, fine. Well, um... adopt, adapt and improve. 
            Just a pair of knickers then please.",1969-12-14 04:48:27
0,Graham Chapman," Well, that was a bit of fun, wasn't it? Ha, 
            ha, ha, and a good evening to you! Not just an ordinary good evening 
            like you get from all other announcers, but a special good evening 
            from me to you. Well, what have we got next? This is fun, isn't it? 
            Look. I'm sorry if I'm interrupting anything that any of you may be 
            doing at home, but I want you to think of me as an old queen. 
            Friend, ha, ha, ha. Well, let's see what we've got next. In a few 
            moments, 'It's a Tree', and in the chair as usual is Arthur Tree, 
            and starring in the show will be a host of star guests as his guest 
            stars, and then, at 9.30, we've got another rollicking half-hour of 
            laughter-packed squalor with 'Yes, It's the Sewage Farm Attendants'. 
            And this week, Dan falls into a vat of human dung with hilarious 
            consequences. Ha, ha, ha. But now, it's the glittering world of show 
            business with Arthur Tree.",1969-12-14 07:46:23
1,Eric Idle," Hello. Hello people, and welcome to 'It's a 
            Tree'. We have some really exciting guests for you this evening: a 
            fabulous spruce, back from a tour of Holland; three gum trees making 
            their first appearance in this country; Scots pine and the conifers, 
            and Elm Tree Bole... there you go; can't be bad... an exciting new 
            American plank, a rainforest and a bucket of sawdust giving their 
            views on teenage violence, and an unusual guest for this program, a 
            piece of laminated plastic. ",1969-12-14 08:25:26
